古树,102,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,高笋塘街道,高笋塘社区居委会,党校外公路边,城区,108.3713,30.8166,散生,国有,405,405,二级,16,330,13,15,11,250,北,10,下部,紫色土,正常株,差,无,无,无,区园林处,区园林处,无,无,"砌树池,","其它,",,无,熊国鹏,2017/5/31,蔡孔瑜,2018/5/6,1 2 2110 0405 160 0330 013 1 3,纪念树
古树,107,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,高笋塘街道,高笋塘社区居委会,原军分区院内,城区,108.372,30.80985,散生,国有,425,425,二级,20,630,19,18,20,300,东,5,中部,紫色土,正常株,良好,无,无,无,区园林处,区园林处,无,无,"砌树池,","其它,",,无,熊国鹏,2017/6/2,蔡孔瑜,2018/5/6,1 2 2110 0425 200 0630 019 1 1,纪念树
